component_id,batch_id,component_family,measurement_name,profile_id,scenario,component_scenario,is_defect,is_healthy,is_tester_fault,anomaly_onset_hour,tester_fault_onset_hour,final_value,true_final_value,is_future_failure,is_observed_final_exceedance,ever_latent_exceedance,upper_limit,data_source,is_synthetic
MLCC_UNSEEN_CONDITION_C000042,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,SIM_X7R_10N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0236571001962,0.0231082498715,False,False,False,0.12,synthetic,True
MLCC_UNSEEN_CONDITION_C000044,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,SIM_X7R_10N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0145810552213,0.0153018201713,False,False,False,0.12,synthetic,True
MLCC_UNSEEN_CONDITION_C000062,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,SIM_X7R_10N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0235888791,0.0236130471706,False,False,False,0.12,synthetic,True
MLCC_UNSEEN_CONDITION_C000091,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,SIM_X7R_10N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0203702480012,0.0203450132583,False,False,False,0.12,synthetic,True
MLCC_UNSEEN_CONDITION_C000112,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,SIM_X7R_10N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0246134397135,0.0237463821682,False,False,False,0.12,synthetic,True
MLCC_UNSEEN_CONDITION_C000118,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,SIM_X7R_10N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0204181136413,0.021884727334,False,False,False,0.12,synthetic,True
MLCC_UNSEEN_CONDITION_C000162,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,SIM_X7R_10N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0274990423876,0.0267707955251,False,False,False,0.12,synthetic,True
MLCC_UNSEEN_CONDITION_C000164,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,SIM_X7R_10N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0121677145871,0.0123666666777,False,False,False,0.12,synthetic,True
MLCC_UNSEEN_CONDITION_C000201,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,SIM_X7R_10N_50V,intermittent_leakage,intermittent_leakage,True,False,False,24,,0.0230099254201,0.0237098771402,False,False,False,0.12,synthetic,True
MLCC_UNSEEN_CONDITION_C000248,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,SIM_X7R_10N_50V,gradual_drift,gradual_drift,True,False,False,6,,0.135129407393,0.133340155908,True,True,True,0.12,synthetic,True
