component_id,batch_id,component_family,measurement_name,upper_limit,profile_id,part_number,nominal_capacitance_nf,rated_voltage_v,package_code,dielectric,applied_voltage_v,voltage_stress_ratio,measurement_voltage_v,prior_storage_humidity_pct,tester_id,tester_channel,board_position,data_source,is_synthetic,generator_version,hours,measurement_value,temperature_c,measurement_temperature_c,capacitance_nf,dissipation_factor_pct,insulation_resistance_gohm
MLCC_UNSEEN_CONDITION_C000042,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,32.1387095074,0.642774190149,48.7397024937,62.5899305902,TESTER_2,2,55,synthetic,True,mlcc-synthetic-1.0.0,0,0.025232992656,108.752499198,42.7712000938,10.0483612381,0.607644245835,1.93158628302
MLCC_UNSEEN_CONDITION_C000042,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,32.1387095074,0.642774190149,48.7397024937,62.5899305902,TESTER_2,2,55,synthetic,True,mlcc-synthetic-1.0.0,24,0.0230007281399,108.739157082,42.7712000938,10.0230293453,0.649161752893,2.11905041429
MLCC_UNSEEN_CONDITION_C000044,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,32.1387095074,0.642774190149,48.7397024937,77.6156595811,TESTER_2,3,66,synthetic,True,mlcc-synthetic-1.0.0,0,0.0186465987119,108.830971516,42.7712000938,9.81990728482,0.764052104617,2.6138655766
MLCC_UNSEEN_CONDITION_C000044,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,32.1387095074,0.642774190149,48.7397024937,77.6156595811,TESTER_2,3,66,synthetic,True,mlcc-synthetic-1.0.0,24,0.0148910692657,108.600305424,42.7712000938,9.73393904463,0.724324319237,3.27308278702
MLCC_UNSEEN_CONDITION_C000062,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,32.1387095074,0.642774190149,48.7397024937,75.616086066,TESTER_2,11,93,synthetic,True,mlcc-synthetic-1.0.0,0,0.0254220916562,108.910242311,42.7712000938,10.4538797276,1.04964590069,1.91721842376
MLCC_UNSEEN_CONDITION_C000062,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,32.1387095074,0.642774190149,48.7397024937,75.616086066,TESTER_2,11,93,synthetic,True,mlcc-synthetic-1.0.0,24,0.0254066091628,108.961425497,42.7712000938,10.4922445676,1.0109997067,1.91838675446
MLCC_UNSEEN_CONDITION_C000091,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,32.1387095074,0.642774190149,48.7397024937,66.9373033677,TESTER_2,15,98,synthetic,True,mlcc-synthetic-1.0.0,0,0.0234905873067,108.87717456,42.7712000938,10.2589007677,0.626171762086,2.07486095845
MLCC_UNSEEN_CONDITION_C000091,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,32.1387095074,0.642774190149,48.7397024937,66.9373033677,TESTER_2,15,98,synthetic,True,mlcc-synthetic-1.0.0,24,0.0212577588886,108.71632158,42.7712000938,10.1533551399,0.528477952904,2.29279590333
MLCC_UNSEEN_CONDITION_C000112,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,32.1387095074,0.642774190149,48.7397024937,78.1410008333,TESTER_2,16,6,synthetic,True,mlcc-synthetic-1.0.0,0,0.0257687122979,108.528567998,42.7712000938,9.19340435597,0.976181616883,1.8914294952
MLCC_UNSEEN_CONDITION_C000112,MLCC_UNSEEN_CONDITION_B001,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,32.1387095074,0.642774190149,48.7397024937,78.1410008333,TESTER_2,16,6,synthetic,True,mlcc-synthetic-1.0.0,24,0.0285036848627,108.488347715,42.7712000938,9.13485069968,0.955313821665,1.70994391527
