component_id,batch_id,component_family,measurement_name,upper_limit,profile_id,part_number,nominal_capacitance_nf,rated_voltage_v,package_code,dielectric,applied_voltage_v,voltage_stress_ratio,measurement_voltage_v,prior_storage_humidity_pct,tester_id,tester_channel,board_position,data_source,is_synthetic,generator_version,hours,measurement_value,temperature_c,measurement_temperature_c,capacitance_nf,dissipation_factor_pct,insulation_resistance_gohm
MLCC_C000002,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,21.8225744456,TESTER_2,15,160,synthetic,True,mlcc-synthetic-1.0.0,0,0.0115336302033,122.939535449,24.1559440548,9.95375249713,0.655514041582,4.26674189549
MLCC_C000002,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,21.8225744456,TESTER_2,15,160,synthetic,True,mlcc-synthetic-1.0.0,24,0.0124795515148,122.920435267,24.1559440548,9.91236002136,0.71934621541,3.94333267001
MLCC_C000027,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,43.9220226458,TESTER_2,3,138,synthetic,True,mlcc-synthetic-1.0.0,0,0.00905469497061,122.873216835,24.1559440548,9.84233907183,0.532869186927,5.43486261606
MLCC_C000027,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,43.9220226458,TESTER_2,3,138,synthetic,True,mlcc-synthetic-1.0.0,24,0.00928797332362,123.177096331,24.1559440548,9.77964931783,0.517447345151,5.29835966157
MLCC_C000074,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,20.1291810396,TESTER_2,10,103,synthetic,True,mlcc-synthetic-1.0.0,0,0.0214781287119,123.408963391,24.1559440548,9.87508034489,0.668461645088,2.29121558287
MLCC_C000074,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,20.1291810396,TESTER_2,10,103,synthetic,True,mlcc-synthetic-1.0.0,24,0.0198518542027,123.027853061,24.1559440548,9.82618579183,0.600123146713,2.47891318831
MLCC_C000087,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,58.4340014569,TESTER_2,12,71,synthetic,True,mlcc-synthetic-1.0.0,0,0.0299362348666,123.168827279,24.1559440548,9.61161584681,0.455224433425,1.64386147473
MLCC_C000087,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,58.4340014569,TESTER_2,12,71,synthetic,True,mlcc-synthetic-1.0.0,24,0.0266058134326,123.033169382,24.1559440548,9.65560650674,0.511923635498,1.84963422826
MLCC_C000256,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,41.3394992213,TESTER_2,16,84,synthetic,True,mlcc-synthetic-1.0.0,0,0.0179327532183,122.92218736,24.1559440548,10.0362688562,0.697795540696,2.7441978706
MLCC_C000256,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,41.3394992213,TESTER_2,16,84,synthetic,True,mlcc-synthetic-1.0.0,24,0.0161121481954,122.927054328,24.1559440548,9.94262245539,0.70570824595,3.05428069546
MLCC_C000384,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,35.074404591,TESTER_2,14,131,synthetic,True,mlcc-synthetic-1.0.0,0,0.0158321666154,123.087771463,24.1559440548,9.22213176428,0.619243822641,3.10829366511
MLCC_C000384,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,35.074404591,TESTER_2,14,131,synthetic,True,mlcc-synthetic-1.0.0,24,0.0141759584423,122.989009539,24.1559440548,9.20718754493,0.645087038507,3.47144239988
MLCC_C000419,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,19.9001752178,TESTER_2,8,90,synthetic,True,mlcc-synthetic-1.0.0,0,0.0230983852313,122.914731347,24.1559440548,9.80429360465,0.559640079212,2.13049625344
MLCC_C000419,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,19.9001752178,TESTER_2,8,90,synthetic,True,mlcc-synthetic-1.0.0,24,0.0197592386352,122.853880494,24.1559440548,9.79992341408,0.548013792612,2.49053235826
MLCC_C000483,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,23.5273927065,TESTER_2,14,44,synthetic,True,mlcc-synthetic-1.0.0,0,0.0131750215964,123.056957975,24.1559440548,10.2024058006,0.691266457072,3.73517590354
MLCC_C000483,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,23.5273927065,TESTER_2,14,44,synthetic,True,mlcc-synthetic-1.0.0,24,0.010030134254,123.025165694,24.1559440548,10.1432688971,0.61502031767,4.90631749778
MLCC_C000536,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,25.845945631,TESTER_2,13,125,synthetic,True,mlcc-synthetic-1.0.0,0,0.0218144729119,123.063096276,24.1559440548,10.1704830006,0.531334090697,2.25588871179
MLCC_C000536,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,25.845945631,TESTER_2,13,125,synthetic,True,mlcc-synthetic-1.0.0,24,0.0168243611358,123.119538244,24.1559440548,10.099283589,0.524200987681,2.92498614351
MLCC_C000578,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,24.5565108664,TESTER_2,8,7,synthetic,True,mlcc-synthetic-1.0.0,0,0.0145944016978,123.055947197,24.1559440548,10.2755664846,0.482740302393,3.37191097069
MLCC_C000578,MLCC_B046,MLCC_X7R,leakage_ua,0.12,SIM_X7R_10N_50V,FICTIONAL-MLCC-01,10,50,0805,X7R,45.5463849288,0.910927698575,49.2110231956,24.5565108664,TESTER_2,8,7,synthetic,True,mlcc-synthetic-1.0.0,24,0.0128579454809,123.09985145,24.1559440548,10.2831533499,0.592490014472,3.8272851031
